uid,text,type,type,readability,Analytic,adj,Affect
109,"My stay at the Conrad Chicago was fantastic. The room was clean, comfortable, and well-appointed. The staff were friendly and helpful, and the location was perfect for visiting the city. I would highly recommend this hotel.",chatGPT,chatGPT,62.543547,66.04,13.89,19.44
110,"I had a great stay at the Conrad Chicago. The room was clean, comfortable, and well-appointed. The staff were friendly and helpful, and the location was perfect for exploring the city. I would definitely stay here again.",chatGPT,chatGPT,68.066184,59.12,13.51,16.22
111,"The Conrad Chicago exceeded my expectations! The room was spacious, clean, and well-appointed. The staff were friendly and helpful, and the location was perfect for visiting the city. I would highly recommend this hotel.",chatGPT,chatGPT,57.759464,64.21,8.82,14.71
112,"I had a wonderful stay at the Conrad Chicago. The room was comfortable and had all the amenities I needed. The staff were friendly and helpful, and the location was perfect for sightseeing. I will definitely be back!",chatGPT,chatGPT,63.613553,52.34,10.53,13.16
113,"The Conrad Chicago is a wonderful hotel located in the heart of the city. The room was spacious, clean and comfortable, and the bed was incredibly comfortable. The staff were friendly, professional and always willing to help with anything I needed. The hotel's restaurant was also fantastic, offering delicious food and great service. I would highly recommend this hotel to anyone visiting Chicago.",chatGPT,chatGPT,43.646,70.33,12.7,14.29
114,"I recently had the pleasure of staying at the Conrad Chicago and it was an incredible experience. The hotel is located in a great spot in the city, and is within walking distance of many of the city's best attractions. The room was spacious, clean and comfortable. The staff were incredibly friendly and helpful, and always went out of their way to make sure I had everything I needed. I would highly recommend this hotel to anyone visiting Chicago.",chatGPT,chatGPT,55.866354,80.82,8.86,10.13
115,"I recently stayed at the Conrad Chicago and was thoroughly impressed with my experience. The hotel staff were incredibly friendly and welcoming, and went out of their way to ensure that my stay was comfortable. The room was spacious and well-appointed, and the bed was incredibly comfortable. I also enjoyed the beautiful view of the city from my room. Overall, I would highly recommend the Conrad Chicago to anyone looking for a luxurious and comfortable stay in the city.",chatGPT,chatGPT,48.89,72.02,8.86,11.39
116,"I recently stayed at the Conrad Chicago and was extremely impressed. The room was spacious, clean and well-appointed with all the amenities I needed. The staff were friendly and helpful, and the location was perfect for exploring the city. I would highly recommend this hotel to anyone visiting Chicago.",chatGPT,chatGPT,53.7115,68.5,8.16,12.24
117,"My stay at the Conrad Chicago was fantastic. The room was comfortable and had all the amenities I needed. The staff were friendly and attentive, and the location was perfect for sightseeing. I will definitely be back!",chatGPT,chatGPT,60.257061,42.89,13.51,10.81
118,"My family and I had a great time at the Conrad Chicago. The room was clean and comfortable, and the staff were welcoming and helpful. The location was convenient for visiting all the attractions in Chicago. We would definitely stay here again.",chatGPT,chatGPT,61.220357,56.86,9.52,11.9
119,"The Conrad Chicago was a great choice for my business trip. The room was comfortable and quiet, and the staff were professional and friendly. The location was also perfect for my meetings. I would definitely stay here again.",chatGPT,chatGPT,65.839868,29.44,13.16,10.53
120,"I had a fantastic stay at the Conrad Chicago. The room was clean, comfortable, and well-appointed. The staff were friendly and helpful, and the location was perfect for exploring the city. I would highly recommend this hotel.",chatGPT,chatGPT,63.613553,73.93,13.51,18.92
121,"""The Fairmont Chicago Millennium Park exceeded all of my expectations. The room was spacious and luxurious, with breathtaking views of the city. The staff were incredibly friendly and helpful, and the location couldn't be beat. I highly recommend this hotel to anyone visiting Chicago.""",chatGPT,chatGPT,41.851818,71.44,4.55,9.09
122,"""I had an amazing stay at the Fairmont Chicago Millennium Park. The hotel is in a prime location, just a short walk from Millennium Park and other popular attractions. The rooms are beautiful and comfortable, and the staff are top-notch. I will definitely be returning to this hotel.""",chatGPT,chatGPT,58.005332,78.28,12.5,6.25
123,"""I recently stayed at the Fairmont Chicago Millennium Park for a weekend getaway and it was a fantastic experience. The hotel is in a great location, close to many of Chicago's top attractions. The rooms are spacious, clean and well-appointed. The staff were friendly and helpful, making my stay even more enjoyable.""",chatGPT,chatGPT,54.514552,91.94,17.31,11.54
124,"""I had a wonderful stay at the Fairmont Chicago Millennium Park. The hotel is located in a great area, with easy access to many of the city's top sights. The room was clean and comfortable, with a beautiful view of the city. The staff were friendly and went out of their way to make my stay enjoyable.""",chatGPT,chatGPT,67.697566,99,15.79,12.28
125,"""I recently visited Chicago and had the pleasure of staying at the Fairmont Chicago Millennium Park. The hotel exceeded my expectations in every way. The location is perfect, the rooms are spacious and well-appointed, and the staff are friendly and helpful. I highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,45.59,83.1,3.92,9.8
126,"""I was so impressed with my stay at the Fairmont Chicago Millennium Park. The hotel is in a great location, close to many of the city's top attractions. The room was clean, comfortable and well-appointed. The staff were friendly and went above and beyond to make my stay enjoyable.""",chatGPT,chatGPT,67.2475,92.07,18.37,12.24
127,"""I had a fantastic stay at the Fairmont Chicago Millennium Park. The hotel is in a prime location, just a short walk from Millennium Park and other popular attractions. The room was spacious, clean and comfortable. The staff were friendly and helpful, making my stay even more enjoyable.""",chatGPT,chatGPT,57.18,86.38,20.83,12.5
128,"""I recently visited Chicago and had the pleasure of staying at the Fairmont Chicago Millennium Park. The hotel is in a great location, close to many of the city's top sights. The room was clean and comfortable, with a beautiful view of the city. The staff were friendly and went out of their way to make my stay enjoyable.""",chatGPT,chatGPT,65.680699,99,15.25,11.86
129,"""I had a wonderful stay at the Fairmont Chicago Millennium Park. The hotel is located in a great area, with easy access to many of the city's top attractions. The room was clean, comfortable and well-appointed. The staff were friendly and went above and beyond to make my stay enjoyable.""",chatGPT,chatGPT,59.529044,97.77,16,12
130,"""I was so impressed with my stay at the Fairmont Chicago Millennium Park. The hotel is in a great location, close to many of the city's top sights. The room was clean, comfortable and well-appointed. The staff were friendly and went out of their way to make my stay enjoyable.""",chatGPT,chatGPT,74.458456,94.04,18,12
131,"""I recently stayed at the Fairmont Chicago Millennium Park and had an amazing experience. The hotel is in a perfect location, close to many of the city's top attractions. The room was spacious, clean and comfortable. The staff were friendly and helpful, making my stay even more enjoyable.""",chatGPT,chatGPT,53.655,92.12,18.75,14.58
